"Survey Year","Trip identifier","Set number","ITIS-TSN","Species code","Scientific name","English common name","French common name","LSID","Catch weight (kg)","Catch count (pieces)"
2004,"54080","11","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","COMPLEXE DES SÉBASTES À ŒIL ÉPINEUX ET À TACHES NOIRES","unknown","202.30",
2004,"54080","11","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","59.10",
2004,"54080","11","52485","3L0","ACTINIARIA","ANEMONE",,"urn:lsid:marinespecies.org:taxname:1360",,
2004,"54080","11","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775","3.90",
2004,"54080","11","166712","403","SEBASTES BOREALIS","SHORTRAKER ROCKFISH","SÉBASTE BORÉAL","urn:lsid:marinespecies.org:taxname:274777","6.30","1"
2004,"54080","11","166716","412","SEBASTES DIPLOPROA","SPLITNOSE ROCKFISH","GUEULE-DE-LOUP","urn:lsid:marinespecies.org:taxname:274787","58.20",
2004,"54080","11","166719","417","SEBASTES ENTOMELAS","WIDOW ROCKFISH","VEUVE","urn:lsid:marinespecies.org:taxname:274791",".80","1"
2004,"54080","11","166733","435","SEBASTES PAUCISPINIS","BOCACCIO","BOCACCIO","urn:lsid:marinespecies.org:taxname:274833","4.30","1"
2004,"54080","11","166734","437","SEBASTES PINNIGER","CANARY ROCKFISH","SÉBASTE CANARI","urn:lsid:marinespecies.org:taxname:274836","1.60","1"
2004,"54080","11","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","81.40",
2004,"54080","11","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","15.60",
2004,"54080","11","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","65.80",
2004,"54080","11","172868","607","EOPSETTA JORDANI","PETRALE SOLE","PLIE DE CALIFORNIE","urn:lsid:marinespecies.org:taxname:280690","21.70",
2004,"54080","11","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","2.60",
2004,"54080","11","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",".30",
2004,"54080","11","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","74.10",
2004,"54080","11","172921","628","PAROPHRYS VETULUS","ENGLISH SOLE","CARLOTTIN ANGLAIS","urn:lsid:marinespecies.org:taxname:254393",".80","2"
2004,"54080","11","158140","6NA","HOLOTHUROIDEA","SEA CUCUMBERS","COCOMBRES DE MER","urn:lsid:marinespecies.org:taxname:123083",,
2004,"54080","11","82367","92A","TEUTHIDA","SQUIDS",,"urn:lsid:marinespecies.org:taxname:11716","2.10",
2004,"54080","11","96995","SEE","PANDALOPSIS DISPAR","SIDESTRIPE SHRIMP","CREVETTE À FLANCS RAYÉS","urn:lsid:marinespecies.org:taxname:246375",,
2004,"54080","12","159988","038","APRISTURUS BRUNNEUS","BROWN CAT SHARK","HOLBICHE BRUNE","urn:lsid:marinespecies.org:taxname:158512",".10","1"
2004,"54080","12","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","1.40","1"
2004,"54080","12","162575","185","MYCTOPHIDAE","LANTERNFISHES","POISSONS-LANTERNES","urn:lsid:marinespecies.org:taxname:125498",,"5"
2004,"54080","12","162584","189","DIAPHUS THETA","CALIFORNIA HEADLIGHTFISH","LAMPE-DE-TÊTE À TACHES BLANCHES","urn:lsid:marinespecies.org:taxname:272694",,"2"
2004,"54080","12","162664","198","STENOBRACHIUS LEUCOPSARUS","NORTHERN LAMPFISH","LANTERNE DU NORD","urn:lsid:marinespecies.org:taxname:254363",,"2"
2004,"54080","12","162673","202","TARLETONBEANIA CRENULARIS","BLUE LANTERNFISH","LANTERNE BLEUE","urn:lsid:marinespecies.org:taxname:282927",,"1"
2004,"54080","12","164673","220","ANTIMORA MICROLEPIS","PACIFIC FLATNOSE","ANTIMORE À PETITES ÉCAILLES","urn:lsid:marinespecies.org:taxname:272460",".70","3"
2004,"54080","12","165219","235","BOTHROCARA BRUNNEUM","TWOLINE EELPOUT","LYCODE À DEUX LIGNES","urn:lsid:marinespecies.org:taxname:279397","4.90",
2004,"54080","12","165251","239","LYCODAPUS FIERASFER","BLACKMOUTH EELPOUT","LYCODE NACRÉE","urn:lsid:marinespecies.org:taxname:279389",,"1"
2004,"54080","12","165253","241","LYCODAPUS MANDIBULARIS","PALLID EELPOUT","LYCODE À LONGUES BRANCHIOSPINES","urn:lsid:marinespecies.org:taxname:279391",,"1"
2004,"54080","12","165261","243","LYCODES DIAPTERUS","BLACK EELPOUT","LYCODE NOIRE","urn:lsid:marinespecies.org:taxname:254597","6.00",
2004,"54080","12","165427","256","ALBATROSSIA PECTORALIS","GIANT GRENADIER","GRENADIER PECTORAL","urn:lsid:marinespecies.org:taxname:236135",".90","1"
2004,"54080","12","166716","412","SEBASTES DIPLOPROA","SPLITNOSE ROCKFISH","GUEULE-DE-LOUP","urn:lsid:marinespecies.org:taxname:274787",,
2004,"54080","12","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","44.40",
2004,"54080","12","166784","453","SEBASTOLOBUS ALTIVELIS","LONGSPINE THORNYHEAD","SÉBASTOLOBE À LONGUES ÉPINES","urn:lsid:marinespecies.org:taxname:282741","4.00",
2004,"54080","12","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","174.70",
2004,"54080","12","156864","4GC","LUIDIIDAE","LUIDIIDAE",,"urn:lsid:marinespecies.org:taxname:123129",,"1"
2004,"54080","12","157062","4TA","SOLASTERIDAE","SUN STARS",,"urn:lsid:marinespecies.org:taxname:123143",,"4"
2004,"54080","12","167445","557","BATHYAGONUS NIGRIPINNIS","BLACKFIN POACHER","ASTÉROTHÈQUE À NAGEOIRES NOIRES","urn:lsid:marinespecies.org:taxname:254505",,"4"
2004,"54080","12","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","3.00","2"
2004,"54080","12","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287",".70","3"
2004,"54080","12","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","57.20",
2004,"54080","12","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286","7.60","11"
2004,"54080","12","96163","TAC","PASIPHAEA PACIFICA","GLASS SHRIMP","CREVETTE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:514245","1.20",
2004,"54080","12","98431","ZAG","CHIONOECETES TANNERI","GROOVED TANNER CRAB","CRABE RAINURÉ","urn:lsid:marinespecies.org:taxname:442165","2.50","3"
2004,"54080","13","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","1.80","1"
2004,"54080","13","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406",".40",
2004,"54080","13","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","198.20",
2004,"54080","13","166706","394","SEBASTES ALEUTIANUS/MELANOSTICTUS COMPLEX","ROUGHEYE/BLACKSPOTTED ROCKFISH COMPLEX","COMPLEXE DES SÉBASTES À ŒIL ÉPINEUX ET À TACHES NOIRES","unknown",".10",
2004,"54080","13","166707","396","SEBASTES ALUTUS","PACIFIC OCEAN PERCH","SÉBASTE À LONGUE MÂCHOIRE","urn:lsid:marinespecies.org:taxname:254573","180.20",
2004,"54080","13","166710","401","SEBASTES BABCOCKI","REDBANDED ROCKFISH","SÉBASTE À BANDES ROUGES","urn:lsid:marinespecies.org:taxname:274775",".20",
2004,"54080","13","166715","410","SEBASTES CRAMERI","DARKBLOTCHED ROCKFISH","SÉBASTE TACHETÉ","urn:lsid:marinespecies.org:taxname:274785","3.10","4"
2004,"54080","13","166716","412","SEBASTES DIPLOPROA","SPLITNOSE ROCKFISH","GUEULE-DE-LOUP","urn:lsid:marinespecies.org:taxname:274787","25.20",
2004,"54080","13","166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799","2.70",
2004,"54080","13","166744","450","SEBASTES ZACENTRUS","SHARPCHIN ROCKFISH","SÉBASTE À MENTON POINTU","urn:lsid:marinespecies.org:taxname:274869",,"1"
2004,"54080","13","166783","451","SEBASTOLOBUS ALASCANUS","SHORTSPINE THORNYHEAD","SÉBASTOLOBE À COURTES ÉPINES","urn:lsid:marinespecies.org:taxname:282740","27.00",
2004,"54080","13","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","4.50","3"
2004,"54080","13","167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","6.40","1"
2004,"54080","13","156862","4GA","ASTEROIDEA","STARFISH","ÉTOILES DE MER","urn:lsid:marinespecies.org:taxname:123080",".10","2"
2004,"54080","13","157062","4TA","SOLASTERIDAE","SUN STARS",,"urn:lsid:marinespecies.org:taxname:123143",,"1"
2004,"54080","13","157329","5AB","PHRYNOPHIURIDA","EURYHALINE BRITTLE STARS",,"urn:lsid:marinespecies.org:taxname:123118",,
2004,"54080","13","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","24.70",
2004,"54080","13","172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","12.00","1"
2004,"54080","13","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",".20","3"
2004,"54080","13","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","14.50",
2004,"54080","13","157975","6BD","STRONGYLOCENTROTUS PURPURATUS","PURPLE SEA URCHINS","OURSIN POURPRE","urn:lsid:marinespecies.org:taxname:240747",".20",
2004,"54080","13","631012","838","LYCODAPUS DERMATINUS","LOOSESKIN EELPOUT",,"urn:lsid:marinespecies.org:taxname:279387",,"1"
2004,"54080","13","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286","11.90","25"
2004,"54080","13","82438","96C","MOROTEUTHIS ROBUSTA","ROBUST CLUBHOOK SQUID",,"unknown","5.20","1"
2004,"54080","13","96979","SDF","PANDALUS PLATYCEROS","PRAWN","CREVETTE TACHETÉE","urn:lsid:marinespecies.org:taxname:423632",".20","3"
2004,"54080","13","96995","SEE","PANDALOPSIS DISPAR","SIDESTRIPE SHRIMP","CREVETTE À FLANCS RAYÉS","urn:lsid:marinespecies.org:taxname:246375",,"1"
2004,"54080","13","98431","ZAG","CHIONOECETES TANNERI","GROOVED TANNER CRAB","CRABE RAINURÉ","urn:lsid:marinespecies.org:taxname:442165",".60","1"
2004,"54080","14","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","47.90",
2004,"54080","14","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","16.80",
2004,"54080","14","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","16.30",
2004,"54080","14","161702","095","ALOSA SAPIDISSIMA","AMERICAN SHAD","ALOSE SAVOUREUSE","urn:lsid:marinespecies.org:taxname:158670",".30","1"
2004,"54080","14","164792","225","MERLUCCIUS PRODUCTUS","PACIFIC HAKE","MERLU DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:272458","3.50","6"
2004,"54080","14","164719","226","MICROGADUS PROXIMUS","PACIFIC TOMCOD","POULAMON DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:275873",,"1"
2004,"54080","14","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463",".30","1"
2004,"54080","14","156866","4GD","LUIDIA FOLIOLATA","SAND STAR",,"urn:lsid:marinespecies.org:taxname:368114",,"1"
2004,"54080","14","157011","4JD","MEDIASTER AEQUALIS","VERMILLION STARFISH",,"urn:lsid:marinespecies.org:taxname:242160",,"1"
2004,"54080","14","167338","532","PARICELINUS HOPLITICUS","THORNBACK SCULPIN","CHABOT À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:282147",,"1"
2004,"54080","14","172716","596","CITHARICHTHYS SORDIDUS","PACIFIC SANDDAB","LIMANDE SORDIDE","urn:lsid:marinespecies.org:taxname:275694","80.40",
2004,"54080","14","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792",".80","1"
2004,"54080","14","172868","607","EOPSETTA JORDANI","PETRALE SOLE","PLIE DE CALIFORNIE","urn:lsid:marinespecies.org:taxname:280690","13.00",
2004,"54080","14","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","14.10",
2004,"54080","14","172875","612","HIPPOGLOSSOIDES ELASSODON","FLATHEAD SOLE","PLIE À TÊTE PLATE","urn:lsid:marinespecies.org:taxname:274289","3.20",
2004,"54080","14","172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","4.40","1"
2004,"54080","14","172917","621","LEPIDOPSETTA BILINEATA","SOUTHERN ROCK SOLE","FAUSSE LIMANDE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:281305",".10","1"
2004,"54080","14","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","52.50",
2004,"54080","14","172921","628","PAROPHRYS VETULUS","ENGLISH SOLE","CARLOTTIN ANGLAIS","urn:lsid:marinespecies.org:taxname:254393","111.40",
2004,"54080","14","82430","95E","BERRYTEUTHIS MAGISTER","SCHOOLMASTER GONATE SQUID",,"urn:lsid:marinespecies.org:taxname:342286","1.20","3"
2004,"54080","15","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","68.20",
2004,"54080","15","160848","056","BERINGRAJA BINOCULATA","BIG SKATE","RAIE BIOCELLÉE","urn:lsid:marinespecies.org:taxname:1021330","29.80","1"
2004,"54080","15","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406",".90","2"
2004,"54080","15","156866","4GD","LUIDIA FOLIOLATA","SAND STAR",,"urn:lsid:marinespecies.org:taxname:368114",,"1"
2004,"54080","15","172716","596","CITHARICHTHYS SORDIDUS","PACIFIC SANDDAB","LIMANDE SORDIDE","urn:lsid:marinespecies.org:taxname:275694","5.80",
2004,"54080","15","172868","607","EOPSETTA JORDANI","PETRALE SOLE","PLIE DE CALIFORNIE","urn:lsid:marinespecies.org:taxname:280690","12.90",
2004,"54080","15","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287","2.60",
2004,"54080","15","172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","34.60","8"
2004,"54080","15","172919","619","ISOPSETTA ISOLEPIS","BUTTER SOLE","PLIE À ÉCAILLES RÉGULIÈRES","urn:lsid:marinespecies.org:taxname:281189",,"1"
2004,"54080","15","172917","621","LEPIDOPSETTA BILINEATA","SOUTHERN ROCK SOLE","FAUSSE LIMANDE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:281305","9.50",
2004,"54080","15","172921","628","PAROPHRYS VETULUS","ENGLISH SOLE","CARLOTTIN ANGLAIS","urn:lsid:marinespecies.org:taxname:254393","3.10",
2004,"54080","15","172924","635","PLEURONICHTHYS DECURRENS","CURLFIN SOLE","PLIE À NAGEOIRES FRISÉES","urn:lsid:marinespecies.org:taxname:282292","2.00",
2004,"54080","15","82367","92A","TEUTHIDA","SQUIDS",,"urn:lsid:marinespecies.org:taxname:11716",,"1"
2004,"54080","16","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","62.80",
2004,"54080","16","160848","056","BERINGRAJA BINOCULATA","BIG SKATE","RAIE BIOCELLÉE","urn:lsid:marinespecies.org:taxname:1021330","10.10","1"
2004,"54080","16","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406",".50",
2004,"54080","16","172716","596","CITHARICHTHYS SORDIDUS","PACIFIC SANDDAB","LIMANDE SORDIDE","urn:lsid:marinespecies.org:taxname:275694",".20","4"
2004,"54080","16","172868","607","EOPSETTA JORDANI","PETRALE SOLE","PLIE DE CALIFORNIE","urn:lsid:marinespecies.org:taxname:280690",".90","1"
2004,"54080","16","172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","20.90","4"
2004,"54080","16","172917","621","LEPIDOPSETTA BILINEATA","SOUTHERN ROCK SOLE","FAUSSE LIMANDE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:281305","13.10",
2004,"54080","17","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","83.80",
2004,"54080","17","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815",".90","1"
2004,"54080","17","166734","437","SEBASTES PINNIGER","CANARY ROCKFISH","SÉBASTE CANARI","urn:lsid:marinespecies.org:taxname:274836",".90",
2004,"54080","17","166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","2.90","1"
2004,"54080","17","172716","596","CITHARICHTHYS SORDIDUS","PACIFIC SANDDAB","LIMANDE SORDIDE","urn:lsid:marinespecies.org:taxname:275694",".20",
2004,"54080","17","172868","607","EOPSETTA JORDANI","PETRALE SOLE","PLIE DE CALIFORNIE","urn:lsid:marinespecies.org:taxname:280690","1.30","2"
2004,"54080","17","172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","12.90","3"
2004,"54080","17","172917","621","LEPIDOPSETTA BILINEATA","SOUTHERN ROCK SOLE","FAUSSE LIMANDE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:281305","13.00",
2004,"54080","17","172924","635","PLEURONICHTHYS DECURRENS","CURLFIN SOLE","PLIE À NAGEOIRES FRISÉES","urn:lsid:marinespecies.org:taxname:282292","1.20",
2004,"54080","17","158140","6NA","HOLOTHUROIDEA","SEA CUCUMBERS","COCOMBRES DE MER","urn:lsid:marinespecies.org:taxname:123083",".05","1"
2004,"54080","17","158344","6OB","APOSTICHOPUS CALIFORNICUS","GIANT RED SEA CUCUMBER","HOLOTHURIE DE CALIFORNIE","urn:lsid:marinespecies.org:taxname:529363",".10","1"
2004,"54080","19","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","814.60",
2004,"54080","19","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","8.40",
2004,"54080","19","164711","222","GADUS MACROCEPHALUS","PACIFIC COD","MORUE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:254538",".30","1"
2004,"54080","19","165253","241","LYCODAPUS MANDIBULARIS","PALLID EELPOUT","LYCODE À LONGUES BRANCHIOSPINES","urn:lsid:marinespecies.org:taxname:279391",,"1"
2004,"54080","19","46861","2A0","PORIFERA","SPONGES","ÉPONGES","urn:lsid:marinespecies.org:taxname:558","1.70",
2004,"54080","19","166711","405","SEBASTES BREVISPINIS","SILVERGRAY ROCKFISH","SÉBASTE ARGENTÉ","urn:lsid:marinespecies.org:taxname:274778","3.00","3"
2004,"54080","19","166717","414","SEBASTES ELONGATUS","GREENSTRIPED ROCKFISH","SÉBASTE À RAYURES VERTES","urn:lsid:marinespecies.org:taxname:274788",,"1"
2004,"54080","19","166718","415","SEBASTES EMPHAEUS","PUGET SOUND ROCKFISH","SÉBASTE PARADEUR","urn:lsid:marinespecies.org:taxname:274789","7.70",
2004,"54080","19","166719","417","SEBASTES ENTOMELAS","WIDOW ROCKFISH","VEUVE","urn:lsid:marinespecies.org:taxname:274791",".30","1"
2004,"54080","19","166720","418","SEBASTES FLAVIDUS","YELLOWTAIL ROCKFISH","SÉBASTE À QUEUE JAUNE","urn:lsid:marinespecies.org:taxname:274795","37.50",
2004,"54080","19","166736","439","SEBASTES PRORIGER","REDSTRIPE ROCKFISH","SÉBASTE À RAIE ROUGE","urn:lsid:marinespecies.org:taxname:274838","74.40",
2004,"54080","19","166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","12.60",
2004,"54080","19","166743","448","SEBASTES WILSONI","PYGMY ROCKFISH","SÉBASTE PYGMÉE","urn:lsid:marinespecies.org:taxname:274868","105.80",
2004,"54080","19","167110","461","HEXAGRAMMOS DECAGRAMMUS","KELP GREENLING","SOURCIL DE VARECH","urn:lsid:marinespecies.org:taxname:240732",,"1"
2004,"54080","19","167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","1.50","1"
2004,"54080","19","167293","510","ICELINUS FILAMENTOSUS","THREADFIN SCULPIN","ICÉLINE FILAMENTEUSE","urn:lsid:marinespecies.org:taxname:281136",,"1"
2004,"54080","19","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","2.70","2"
2004,"54080","19","172978","610","GLYPTOCEPHALUS ZACHIRUS","REX SOLE","PLIE ROYALE","urn:lsid:marinespecies.org:taxname:274287",".50","2"
2004,"54080","19","172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","8.50","1"
2004,"54080","19","172917","621","LEPIDOPSETTA BILINEATA","SOUTHERN ROCK SOLE","FAUSSE LIMANDE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:281305",".70","2"
2004,"54080","19","172871","625","LYOPSETTA EXILIS","SLENDER SOLE","PLIE MINCE","urn:lsid:marinespecies.org:taxname:281452",,"1"
2004,"54080","19","172887","626","MICROSTOMUS PACIFICUS","DOVER SOLE","LIMANDE-SOLE","urn:lsid:marinespecies.org:taxname:274294","1.10","4"
